student_id,first_name,last_name,age,major,GPA,enrollment_date,graduation_date,advisor,study_mode,stuDent_loCAtion,duplicate_id,misc_notes,temporary_code,student_notes,is_graduated,name_combined,archived
581,Isis,Elan,24,Computer Science,2.78error,01/10/2019,2023-12-26, Isis Elan ,Full-time,off campus,581_,Check GPA,,Correct GPA,False,,False
310,Cort,wellee,21,Biology,1.77,12/06/2023,03/24/2021, Cort Bellee ,Full-time,off campus,310,N/A,,,True,,False
945,Daphna,,102,ComputerpScience,1.82,2023-06-06,10/17/2021,Daphna Behnecken,Online,on-campus,945-repeat,Needs follow-up,,,Yes,,False
869,Cloe,Maydway,23,Biology,2.95,2019-07-18,04/25/2024, Cloe Maydway ,Full-time,off campus,869,Advisor not assigned,,,Yes,,False
584,Jenhn,Lestur,20,,1.94,2024-05-06,06/17/2020, Jennica Lester ,Part-time,oncampus ,584-repeat,OK,,,0,,True
128,Joshua,Pidler,22,Hiutory,1.45,2020-03-12,2025-06-16, Joshua Pidler ,Full-time,on-campus,128_,,,,1,,False
947,Durant,Waplington,20,,invalid,garbled_date,09/14/2023,Durant Waplington,Hybrid,on-campus,947,Needs follow-up,XYZ947,,No,,False
622,Heidi,Stiit,19,Biology,0.62,2021-09-08,06/25/2023,Heidi Stait,Full-time,on-campus,622-repeat,Advisor not assigned,XYZ622,,No,,True
283,Lianna,L'Hommee,-5,Hpstory,good,07/26/2020,10/31/2023,Lianna L'Hommee,Online,off campus,283-dup,Good,,,No,,False
221,,Splevings,22,History,-3.0,2020-07-04,01/26/2023,Roberto Splevings,Full-time,on-campus,221 extra,N/A,,Correct GPA,No,"Splevings, ",False
715,Jeff,Durkin,21,giology,3.67,2025-02-04,04/02/2019,Jeff Durkin,Full-time,on-campus,715 extra,,,,No,,False
59,Rudolph,Rosenbl�th,24,History,0.53,2019-04-15,08/10/2025, Rudolph Rosenblath ,Online,oncampus ,59-repeat,Needs follow-up,XYZ59,,Yes,,False
350,Etienne,Goufot,18,History,good,12/21/2021,2025-12-04, Etieune Gounot ,Full-time,oncampus ,350,Advisor not assigned,XYZ350,,True,,True
204,Irwhnn,Bowerm�n,25,Biology,15.0,2020-04-10,07/25/2025, yrwinn Bowerman ,Full-time,off campus,204-dup,Check GPA,XYZ204,,Yes,,False
184,Gerda,Fickling,22,Computer Science,10.33,10/17/2019,09/18/2025,Gerda Fickling,Online,off campus,184-repeat,Needs follow-up,,Correct GPA,0,,False
291,Carlita,Filon,23,Biologi,-3.0,2019-01-05,2025-12-23, Carlita Filon ,Online, On-Campus ,291,Needs follow-up,,,True,,False
365,Bulg,Nernc,-5,History,0.43,2025-02-24,2019-12-20,Burg Nerne,Hybrid,off campus,365-repeat,Advisor not assigned,,,Yes,,False
687,Justino,Balaisot,25,History,-3.0,2019-10-30,12/14/2023,Justino Balaisot,Online,off campus,687_,N/A,,,False,,False
636,,Buie,21,Biology,2.51,2019-05-08,02/18/2023,Lyndsey Buie,Full-time,off campus,636_,,,,False,,True
590,Julius,Ten Broek,unknown,,invalid,garbled_date,2024-11-25, Julius Ten Broek ,Part-time,off campus,590-dup,Advisor not assigned,,,Yes,,False
395,Chrystel,Hulson,20,Hostory,2.44,05/01/2021,2024-08-20, Chrystel Hulson ,Full-time,off campus,395-dup,Needs follow-up,ABC999,,No,,False
126,Marijn,Gulk,25,CompSci,1.0,11/12/2023,10/02/2021,Marijn Gulk,Part-time,on-campus,126_,N/A,,,False,,True
140,Bernie,Ancketill,18,History,1.18,11/30/2020,08/04/2024, Bernie Ancketill ,Hybrid,off campus,140_,Check GPA,ABC999,Correct GPA,True,,False
784,Rene,Applin,-5,,invalid,garbled_date,07/21/2023,Rene Applin,Hybrid,off campus,784_,OK,,,False,,False
47,Wittie,Margach,13,,invalid,garbled_date,2025-04-25,Wittie Margach,Part-time,on-campus,47_,Needs follow-up,,Advisor issue,Yes,"Margach, Wittie",False
547,barlyn,Doge,24 months,History,0.18,2021-02-24,2023-09-04,Marlyn Doge,Online, On-Campus ,547_,N/A,ABC999,Advisor issue,0,,False
238,Valaree,Ramsbottom,-5,Biology,0.17,2025-08-31,09/29/2020,Valaree Ramsbottom,Part-time,off campus,238 extra,N/A,XYZ238,Advisor issue,True,,False
686,Jareb,Larne,2 decades,Computer Science,1.49,04/29/2020,01/11/2023,Jareb Larne,Hybrid,on-campus,686-repeat,Check GPA,ABC999,Needs review,1,,False
587,Selinn,Ash,19,History,2.33,2019-12-09,,Seline Ash,Part-time,off campus,587,N/A,ABC999,Advisor issue,False,,False
262,Reggi,Colliyott,21,History,2.44,2019-03-05,05/10/2023,Reggi Collicott,Full-time, On-Campus ,262 extra,Good,XYZ262,Correct GPA,No,,False
407,Lu,Corton,twenty-five,History,1.46,2019-07-03,01/23/2024, Lu Corton ,Full-time,on-campus,407-repeat,OK,ABC999,,False,,False
342,Gard,Guild,24,Computer Science,2.9,2019-01-17,10/27/2023,Gird Guild,Part-time,off campus,342,Needs follow-up,,,No,"Guild, Gard",False
150,Van,Preddle,20,CompSci,-3.0,03/03/2020,2023-11-02,Van Preddle,Part-time, On-Campus ,150_,Advisor not assigned,,,True,,False
829,Jaimie,Williams,20,HISTORY,2.35,2021-06-04,01/17/2024, Jaimie killiams ,Part-time,on-campus,829 extra,N/A,ABC999,,False,,False
517,Ursa,Czajkowski,24,Computer Science,3.56,02/09/2019,2024-06-24, Ursa Czajkowski ,Part-time,on-campus,517_,Good,,,Yes,,True
596,Pren,McFeat,20,,good,2025-07-12,,Pren McFeat,Online,on-campus,596-repeat,OK,,Advisor issue,True,,False
632,Brohnn,Quinion,28,History,2.77,2020-11-15,04/23/2024,Broddie Quinion,Full-time,off campus,632-repeat,Advisor not assigned,,,No,,False
379,Jenna,Eden,20,CompSci,2.16,2020-05-14,2025-10-22,Jenna Eden,Full-time, On-Campus ,379_,OK,,,False,,False
662,Tiffi,Cotes,twenty-five,History,good,2021-02-04,2023-09-16, Tiffi Cotes ,Full-time, On-Campus ,662 extra,Needs follow-up,,Correct GPA,0,"Cotes, Tiffi",False
346,Fremont,Sulley,25,,invalid,garbled_date,04/21/2023,Fremont Sulley,Online,on-campus,346-dup,Check GPA,ABC999,,True,,True
365,Bulg,Nernc,22,History,0.43,2019-12-20,2025-02-24,Burg Nerne,Hybrid,off campus,365-repeat,Advisor not assigned,ABC999,Needs review,No,,False
211,Taddeo,Skitt,21,,invalid,garbled_date,2019-06-27,Taddeo Skitt,Hybrid,on-campus,211_,Advisor not assigned,ABC999,,False,,False
799,Maddy,Raylton,2 decades,,invalid,garbled_date,2020-11-25, Maddy Raylton ,Part-time,on-campus,799-repeat,Needs follow-up,,,No,,False
317,Raena,Rains,18,History,3.29,02/19/2019,2023-03-10,Rayna Rains,Online,,317-repeat,Check GPA,XYZ317,,True,,False
971,Marissa,Tuffrey,25,Biolzgy,3.89,02/13/2020,2025-02-11,Marissa Trffrey,Full-time,off campus,971-repeat,Needs follow-up,,,True,"Tuffrey, Marissa",True
756,Josefina,Philipard,20,Computer Science,0.62,2021-06-13,2023-07-10,Josefina Philipard,Full-time,off campus,756 extra,N/A,,,1,,False
21,Libbie,Avery,26,Biology,0.76,06/26/2020,2025-08-03,Libbie Avery,Part-time,on-campus,21_,Needs follow-up,ABC999,,False,,False
777,Dalston,Walkden,19,History,0.84,12/07/2021,2025-04-16, Dalston Walkden ,Hybrid,,777,OK,XYZ777,,True,,False
329,Eadith,Ward,unknown,,invalid,garbled_date,05/09/2023, Eadith Ward ,Hybrid,on-campus,329-repeat,OK,,,Yes,,False
509,Kit,Goodridge,24,Computer Science,1.91,02/13/2025,2020-05-03,Kit Goodridge,Part-time,oncampus ,509,Needs follow-up,,,False,,False
521,Skip,Rains,19,Computer Science,1.51,2020-11-20,, Skip Rains ,Hybrid,on-campus,521-repeat,Check GPA,,Correct GPA,1,,False
960,Kippie,Nzrdoni,25,Biology,0.56,10/31/2021,04/16/2023,Kippie fardoni,Hybrid,,960 extra,Good,,,True,,False
233,Appolonia,,20,,invalid,garbled_date,2024-07-08, Appolonia Cloake ,Full-time,off campus,233 extra,N/A,XYZ233,,False,,False
17,Rica,O'Cannon,2 decades,,invalid,garbled_date,2025-02-09,Rica O'Cannon,Hybrid,on-campus,17,Check GPA,ABC999,,True,,False
938,Milli,Slry,25,,0.96,,2025-11-05,Milli Slay,Online,oncampus ,938-dup,N/A,,,False,,True
620,Roxy,,22,,1.88,01/08/2021,04/10/2025,Roxy Monteith,Full-time,off campus,620-repeat,OK,ABC999,,No,,False
878,Ashhnn,Kiessel,13,History,2.82,2021-07-21,03/07/2024, Ashely Kiessel ,Online,on-campus,878_,Advisor not assigned,,,0,"Kiessel, Ashhnn",False
117,Doti,McCutxais,18,History,0.88,2021-04-30,10/03/2024,Doki McCuthais,Part-time,off campus,117-dup,N/A,XYZ117,,False,,False
491,Des,Deroche,twenty-five,BIOLOGY,0.25,06/11/2025,07/24/2021, Des Deroche ,Full-time,off campus,491,N/A,,,True,,False
861,Adham,Profit,21,CompSci,13.61,2019-01-11,07/12/2025,Adham Profit,Full-time,off campus,861_,Needs follow-up,XYZ861,,True,,False
286,Alick,Oldall,25,Biology,-3.0,2020-04-21,07/24/2023,Alick Oldall,Online,OFFCAMPUS,286 extra,N/A,,,Yes,,False
923,Catlee,Sagg,24,Computer Science,1.48,2019-12-16,2024-12-28,Catlee Sagg,Part-time,off campus,923-repeat,N/A,ABC999,,True,,False
838,Carhn,Fleote,19,History,1.48,10/14/2019,,Carmine Fleote,Full-time,off campus,838,Good,,,False,,False
535,Alexandrina,Wilde,22,History,15.0,05/13/2019,2024-03-04, Alexandrina Wilde ,Full-time, On-Campus ,535 extra,Check GPA,,,No,,False
979,oaina,Traher,2 decades,Biology,0.23,2020-11-06,09/24/2025,Laina Traher,Part-time, On-Campus ,979 extra,Advisor not assigned,,,True,,False
825,Karalee,Blonfield,20,,3.41,09/02/2019,03/09/2023, Karalee Blonfield ,Part-time,OFFCAMPUS,825,,,,No,,False
714,Caz,Gillogley,-5,History,0.77,06/04/2020,02/11/2023, Caz Gillogley ,Online,off campus,714_,OK,,,1,,False
735,Michaeline,Spindler,25,Computer Science,3.29,2019-08-12,2023-10-25,Michaeline Spindler,Part-time,on-campus,735 extra,N/A,ABC999,,0,"Spindler, Michaeline",False
868,Zena,Rasell,30,,invalid,garbled_date,2025-01-06,,Full-time,off campus,868-repeat,Advisor not assigned,,Needs review,0,,False
579,Betti,Scurg,unknown,biologw,2.41,2021-04-07,2025-07-12,Betti Scurr,Full-time,off campus,579 extra,N/A,,,Yes,,False
27,Hilda,Couves,21,Biology,3.7error,03/19/2019,06/25/2024,Hilda Couves,Part-time,OFFCAMPUS,27,N/A,XYZ27,Needs review,0,,False
577,Venita,Bernardon,19,Biology,0.85,12/25/2020,2023-04-22,Venita Bernardon,Full-time,OFFCAMPUS,577-repeat,Advisor not assigned,,,False,,False
522,Wileen,Bracegirdle,18,CompSci,0.46,2021-02-04,2025-05-05,Wileen Bracegirdle,Full-time,on-campus,522-repeat,N/A,,Needs review,No,,False
251,T�rey,Island,24,Biology,0.81,2021-04-04,2024-06-30, Torey Island ,Part-time,on-campus,251_,Advisor not assigned,XYZ251,,False,,False
780,Kahhleel,Wimpress,23,Computer Science,0.11,02/17/2021,01/09/2024, Kahaleel Wimpress ,Full-time,off campus,780 extra,Advisor not assigned,,,Yes,,False
950,Todd,Drayton,24,,0.15,01/24/2021,invalid-date,Todd Drayton,Full-time, On-Campus ,950-repeat,N/A,ABC999,,0,,False
898,Dannie,Kleanthous,20,CompSci,2.0error,2021-02-23,02/07/2024, Dannie Kleanthous ,Part-time,OFFCAMPUS,898 extra,N/A,,,No,,False
955,Shayna,Cooksey,22,History,3.91,03/17/2019,2025-05-21,,Part-time,on-campus,955-dup,N/A,,,True,,False
531,Ashil,Doerrling,19,Computer Science,3.42,2019-12-08,11/08/2024, Ashil Doerrling ,Full-time,on-campus,531 extra,OK,,,No,,False
454,Arther,Schruurs,23,BIOLOGY,0.69,08/13/2020,2024-09-30,Arther Schruurs,Full-time,on-campus,454-repeat,Needs follow-up,,,No,"Schruurs, Arther",False
418,Madel�n,,20,Computer Science,3.28,02/09/2019,2024-10-26,Madelon Foltin,Online,off campus,418 extra,Advisor not assigned,,,True,,False
564,Berny,Noto,25,Biology,0.87,2020-05-01,02/09/2025, Berny Noto ,Online,on-campus,564 extra,N/A,,,0,,False
589,Milly,Plett,22,COMPUTER SCIENCE,3.72,2019-01-01,11/09/2024,Milly Plett,Hybrid, On-Campus ,589-repeat,N/A,,Needs review,Yes,,False
827,Juliann,Viveash,23,History,3.18,2020-08-15,10/10/2024,Juliann Viveash,Hybrid,OFFCAMPUS,827_,Advisor not assigned,,Advisor issue,No,,False
104,Kylie,Dumphy,25,History,10.13,01/26/2019,01/27/2023,Kylie Dumphy,Full-time,OFFCAMPUS,104 extra,N/A,,,True,"Dumphy, Kylie",False
483,Alia,,22,History,1.35,invalid-date,2025-09-17,Alia Alger,Hybrid,OFFCAMPUS,483-dup,Check GPA,,,False,,False
359,Osb�rn,Sybbe,unknown,Biology,1.02,09/27/2019,2025-06-01,Osborn Sybbe,Hybrid, On-Campus ,359-dup,Advisor not assigned,,,Yes,,False
836,Averyl,Patton,23,,1.09,04/03/2020,2025-12-05, Averyl Patton ,Full-time,off campus,836,N/A,,Advisor issue,False,,False
59,Rudolph,Rosenblath,24,History,0.53,2019-04-15,08/10/2025, Rudolph Rosenblath ,Online,oncampus ,59-repeat,Needs follow-up,XYZ59,Advisor issue,No,,True
409,Derk,Zanotti,24 months,Computer Science,2.9,2023-02-22,10/12/2020, Derk Zanotti ,Online,on-campus,409_,N/A,ABC999,,False,"Zanotti, Derk",False
453,Cord,Giacovetti,24,Biology,2.82,09/20/2020,04/28/2025, Cord Giacovetti ,Online, On-Campus ,453-repeat,Needs follow-up,XYZ453,,True,,False
595,Meryl,O'Feeney,23,Computer Science,0.91,2019-08-22,2024-04-28, Meryl O'Feeney ,Part-time,on-campus,595_,Check GPA,,,No,,False
861,Adham,Profit,21,History,13.61,2019-01-11,07/12/2025,Adham Profit,Full-time,off campus,861_,Needs follow-up,,,No,,False
84,Cello,Emps,unknown,Computer Science,0.37,2020-02-27,12/09/2025,Cello Emps,Part-time,,84-repeat,,XYZ84,Correct GPA,1,"Emps, Cello",False
541,Selestina,Embury,20,Computer Science,12.57,2019-09-04,invalid-date,,Part-time,off campus,541 extra,Check GPA,,,True,,False
348,Itch,Frantz,22,Computer Science,2.13,10/30/2021,2025-04-18,Itch Frantz,Full-time, On-Campus ,348-dup,N/A,,,Yes,,False
995,Oliy,Goosey,22,,invalid,garbled_date,06/06/2025,Oliy Goosey,Part-time,oncampus ,995,N/A,,,True,"Goosey, Oliy",False
499,Jennica,Bathurst,22,,1.17,11/18/2021,02/25/2024,Jennica Bathurst,Online,OFFCAMPUS,499-dup,Advisor not assigned,ABC999,,False,"Bathurst, Jennica",False
524,Prvston,Pocopke,21,Biology,4.0,02/13/2020,2023-11-17,Preston Pococke,Part-time,off campus,524 extra,Advisor not assigned,ABC999,Correct GPA,True,,False
742,Dolores,Dinan,23,Biology,2.59error,2019-10-30,06/04/2023, Dolores Dinan ,Full-time,off campus,742_,N/A,,,False,,False
843,Giorgi,Spain,22,CompSci,3.94,2020-03-17,2025-01-25,Gisrgi Spain,Online, On-Campus ,843 extra,Good,,,No,,False
750,Silvain,,20,Biology,1.46,10/26/2025,2019-10-04, Silvain Siemantel ,Full-time,on-campus,750 extra,Advisor not assigned,,,False,,False
65,Jeno,R�th�one,22,Computer Science,2.05,07/19/2019,02/07/2024,,Part-time,off campus,65,N/A,ABC999,,1,,False
769,Kakalina,Usmar,24,History,2.37,invalid-date,06/19/2025, Kakalina Usmar ,Full-time, On-Campus ,769_,Check GPA,,,0,"Usmar, Kakalina",False
41,Wilton,Lorden,29,History,3.53,04/26/2020,2023-06-26,Wilton Lorden,Full-time,off campus,41_,Check GPA,,,True,,False
326,,Heggadon,unknown,History,11.21,2023-08-12,2021-11-27,Christy Heggadon,Full-time,OFFCAMPUS,326 extra,Check GPA,,,0,,True
95,Reidar,Beggi,23,BIOLOGY,1.17,10/23/2021,08/16/2023, Reidar Beggi ,Online, On-Campus ,95_,Good,,Advisor issue,False,,False
781,Noe,Manseo,twenty-five,,2.2error,08/28/2019,01/30/2024,Noe Maqsel,Full-time,OFFCAMPUS,781-dup,Needs follow-up,,Advisor issue,Yes,,False
573,Pearl,Mickleburgh,19,Computer Science,1.01,05/18/2021,08/15/2023,Pearl Mickleburgh,Full-time,on-campus,573-dup,N/A,XYZ573,,No,,False
10,Natal,Patesel,25,,3.61,invalid-date,2023-10-24,Natal Patesel,Full-time,on-campus,10-dup,,XYZ10,,Yes,"Patesel, Natal",False
785,Talbert,Philps,25,Biology,1.63,12/06/2020,11/17/2025,Talbert Philps,Full-time, On-Campus ,785 extra,Advisor not assigned,,,True,,False
155,Shae,Triswell,28,,invalid,garbled_date,03/16/2020,Shae Triswell,Full-time,on-campus,155,Needs follow-up,,,False,,False
633,Joni,Garz,20,,1.11,12/13/2021,2025-01-20,Joni Garz,Full-time,on-campus,633-dup,Needs follow-up,,,Yes,,True
376,Amii,Monard,22,biologa,1.02,02/18/2024,05/11/2020,Amii Monard,Online,on-campus,376-dup,N/A,,,True,,False
668,Maehnn,Brownfield,20,History,1.15,06/16/2021,2025-04-12,Maegan Brownfield,Full-time,on-campus,668_,Advisor not assigned,,,Yes,,False
713,Ari,Gracey,24,Computer Science,3.11,10/30/2019,2024-11-25, Ari Gracey ,Full-time,off campus,713-dup,Advisor not assigned,ABC999,,False,"Gracey, Ari",False
277,Christa,Brownsea,19,Computer Science,3.26,05/05/2019,2023-01-01, Christa Brownsea ,Part-time,OFFCAMPUS,277-repeat,Advisor not assigned,ABC999,,No,,False
762,Nicholq,Kores,25,,invalid,garbled_date,2024-09-17,Nichols Kores,Online,off campus,762-dup,Check GPA,XYZ762,,No,,False
322,Siffre,Woodson,25,BIOLOGY,3.52,11/04/2020,04/05/2024, Siffre Woodson ,Part-time,OFFCAMPUS,322,N/A,,Correct GPA,1,,False
953,Aleta,,23,Biology,3.57,09/21/2021,07/08/2024, Aleta Adamides ,Online,oncampus ,953_,OK,,,Yes,", Aleta",False
634,Marketa,Bonevant,2 decades,History,good,10/29/2021,2024-06-12, Marketa Bonevant ,Part-time,off campus,634-dup,,XYZ634,Needs review,No,,False
820,Judith,Grernsite,25,Hrstory,2.18,07/04/2021,2025-08-15,Judith Greensite,Full-time,OFFCAMPUS,820-repeat,Needs follow-up,,Advisor issue,No,,False
334,Ellswerth,Chason,21,Biology,2.03,2019-11-19,2025-11-30,Ellswerth Chason,Hybrid,on-campus,334-dup,Good,XYZ334,,1,,False
295,Rob,Pendlenton,21,biology,1.91,,2025-06-26,Rob Pendlenton,Full-time, On-Campus ,295_,OK,,Correct GPA,False,,False
34,Midge,Osler,18,,invalid,garbled_date,2025-10-04,Midge Osler,Part-time,off campus,34,Good,XYZ34,,0,,False
12,Ellery,Braikenridge,unknown,biolmgy,3.7,2019-07-15,07/17/2023,Ellery Braikenridge,Full-time,on-campus,12,Advisor not assigned,,Needs review,No,,False
37,Caresse,Barca,24,,invalid,garbled_date,2025-05-12,Caresse Barca,Full-time,off campus,37-dup,N/A,XYZ37,,1,,False
142,Minetta,Wynter,18,computer science,2.42,2019-06-29,2023-06-02,Minetta Wynter,Hybrid,on-campus,142-repeat,Check GPA,XYZ142,Advisor issue,No,,False
469,Jwyy,,24,,0.84,12/01/2024,12/24/2019,Jayne Bower,Full-time,,469,Needs follow-up,XYZ469,,True,,False
154,Leslie,Knrb,23,Baology,0.76,2019-06-01,01/26/2023, Leslie Korb ,Full-time,off campus,154-repeat,Check GPA,XYZ154,Needs review,Yes,"Knrb, Leslie",False
920,Violante,Shemmin,24,,invalid,garbled_date,2024-04-06,Violante Shemmin,Part-time,oncampus ,920-repeat,Good,,Correct GPA,True,"Shemmin, Violante",False
608,Lillian,Chell,23,Computer Science,3.82,08/27/2019,2023-11-19,Lillian Chell,Full-time,off campus,608_,N/A,,,False,"Chell, Lillian",False
670,Konstantine,Pedri,22,History,0.49,03/09/2019,2024-10-27,Konstantine Pedri,Part-time,off campus,670 extra,N/A,,,No,,False
994,Rozelle,Felderer,25,,good,06/28/2019,11/15/2025,Rozelle Felderer,Full-time, On-Campus ,994_,Check GPA,,,False,"Felderer, Rozelle",False
582,Felix,Kock,23,COMPUTER SCIENCE,1.2error,2020-06-17,2023-07-27,Felix Kocg,Full-time,off campus,582_,N/A,,,True,,False
519,Mari,Curye,21,History,1.69,2020-09-29,2023-02-28,Mari Curee,Part-time,on-campus,519 extra,Check GPA,XYZ519,Needs review,1,"Curye, Mari",False
81,Stacey,Hambers,21,Biology,3.43,06/20/2023,2021-11-25,Stacey Hambers,Part-time,oncampus ,81-repeat,Advisor not assigned,,,True,,False
683,Amye,Peinke,24,,invalid,garbled_date,12/04/2023, Amye Peinke ,Full-time,,683_,OK,,Needs review,Yes,"Peinke, Amye",False
778,Raul,Duinkerk,20,History,1.67,2019-01-23,2025-07-24,,Hybrid,off campus,778-repeat,Check GPA,,Needs review,No,,False
207,Dietrich,Lewknor,23,CompSci,2.84,2021-04-15,12/12/2025,Dietrich Lewknor,Part-time, On-Campus ,207-dup,Check GPA,,,True,,False
61,Kiele,O'Sheelan,2 decades,COMPUTER SCIENCE,3.31,2019-10-20,, Kiele O'Shevlfn ,Full-time,off campus,61-repeat,Check GPA,ABC999,Needs review,Yes,,False
389,Jenna,Embqrey,unknown,CompSci,3.11,2021-11-05,11/01/2024,Jenna Emburey,Online,off campus,389_,OK,,,0,,False
60,Gallagher,Barszczewski,24 months,,invalid,garbled_date,11/25/2024,Gallagher Barszczewski,Full-time, On-Campus ,60-repeat,Needs follow-up,XYZ60,,0,,False
965,,Meh�rry,20,History,-3.0,08/18/2020,2025-01-09, Carlina Meharry ,Part-time,off campus,965-dup,OK,,,No,,False
852,Aymer,M�ttiussi,-5,History,11.81,2019-12-24,2025-06-10,Aymer Mattiussi,Full-time, On-Campus ,852,Advisor not assigned,ABC999,,Yes,"M�ttiussi, Aymer",True
833,Clywd,Caselli,twenty-five,History,1.99,05/17/2020,08/01/2025, Clywd Caselli ,Part-time,OFFCAMPUS,833-repeat,N/A,,,Yes,"Caselli, Clywd",False
174,Joshuah,J�nkin,22,CompSci,2.9,09/26/2019,2025-01-11, Joshuah Jankin ,Full-time, On-Campus ,174-repeat,OK,XYZ174,Advisor issue,True,,False
167,,Pimblott,23,Computer Science,0.77,03/19/2021,04/02/2023, Berne Pimblott ,Full-time,off campus,167 extra,Good,ABC999,,1,"Pimblott, ",False
652,Kaile,McGucken,21,History,0.46,06/09/2021,2023-04-16,Kaile McGucken,Part-time,off campus,652_,Check GPA,,,True,,False
766,Alvy,Brandi,25,biology,1.9,2020-07-15,2025-02-02,Alvy Brendi,Online,off campus,766_,N/A,ABC999,Correct GPA,0,,False
272,Reinald,Semmens,18,Biology,15.0,07/22/2019,2023-02-05,Reinald Semmens,Online,oncampus ,272-dup,Check GPA,,Advisor issue,False,,True
932,Kevon,Muscott,23,Hxstory,3.24,2021-06-02,08/06/2025, Kevon Muscott ,Full-time,off campus,932-dup,OK,,,Yes,,False
20,Estella,Beeston,25,,invalid,garbled_date,2023-04-04,Estella Beeston,Full-time,off campus,20-repeat,Advisor not assigned,ABC999,,False,"Beeston, Estella",True
900,Ludwig,Jindrak,18,Computer Science,15.0,2024-04-11,09/04/2019,Ludwig Jindrak,Part-time,on-campus,900_,Check GPA,,,False,,False
75,Margalo,McDowell,102,Biology,2.09,2021-03-16,07/05/2023,Margalo McDowell,Part-time,OFFCAMPUS,75-repeat,OK,,,Yes,,False
169,Edwin,,19,,invalid,garbled_date,2023-04-09, Edwin Woolnough ,Online, On-Campus ,169,N/A,,,True,,False
211,Taddeo,Skitt,21,Biology,0.55,07/20/2024,2019-06-27, Taddeo Skitt ,Hybrid,on-campus,211_,Advisor not assigned,,,True,,False
594,Meta,De Benedetti,23,,1.02,09/05/2021,2025-04-30,Meta De Benedetti,Full-time, On-Campus ,594,Check GPA,,Advisor issue,True,,False
569,,Dowry,24,history,0.01,01/04/2021,2025-05-30,Waiter Dowry,Online,,569 extra,Good,XYZ569,,0,,False
168,Horten,Schlagtmans,19,Hiseory,0.18,09/08/2020,2024-05-15,Horten Schlagtmans,Full-time,off campus,168-dup,Check GPA,,Needs review,No,,False
187,Carolyne,Delgaty,18,Biology,1.73,2021-01-20,01/30/2024, Carolyne Delgaty ,Full-time,on-campus,187 extra,OK,,,0,,False
167,,Pimblott,23,COMPUTER SCIENCE,0.77,03/19/2021,04/02/2023,Berne Pimblott,Full-time,off campus,167 extra,Good,XYZ167,,False,,False
402,Merrel,Spilsburie,25,Computer Science,15.0,06/19/2019,2023-03-25,Merrel Spilsburie,Online, On-Campus ,402-repeat,Check GPA,ABC999,Correct GPA,1,,False
148,Geralda,Doniso,19,History,4.09,2021-02-09,2023-02-12,Geralda Doniso,Full-time,on-campus,148_,OK,,Advisor issue,0,,False
537,Simon,Scotchbrook,23,Computer Science,1.76error,2019-01-01,08/29/2023, Simon Scotchbrook ,Full-time,off campus,537_,Advisor not assigned,,,True,,False
433,Muhhnn,Crimes,21,Biology,2.79,03/05/2019,2024-12-13,Muhammad brimes,Full-time,off campus,433 extra,Check GPA,,Correct GPA,No,"Crimes, Muhhnn",False
66,Seymour,O' Dornan,24,History,1.31,10/13/2021,2023-03-21, Seymour O' Dornan ,Full-time,off campus,66-dup,Check GPA,,,True,"O' Dornan, Seymour",False
733,Koenraad,Ogan,24,computer science,1.16,09/18/2025,2020-05-01, Koenraad Ogan ,Part-time,oncampus ,733 extra,Advisor not assigned,,,False,,False
446,Rand,Tubbs,2 decades,Computer Science,good,,02/11/2023,Rand Tubbs,Online,off campus,446 extra,N/A,ABC999,,False,,False
352,Althea,Cornewall,20,,invalid,garbled_date,10/08/2024, Althea Cornewall ,Full-time,on-campus,352_,Needs follow-up,,,No,,False
657,Felhnn,Stummeyer,18,Computer Science,0.34,2019-08-08,02/05/2024,Felic Stummeyer,Full-time,on-campus,657-repeat,Check GPA,ABC999,,Yes,,False
512,Ferdy,Illem,2 decades,,0.56,2021-09-02,11/23/2024, Ferdy Illeb ,Full-time,off campus,512 extra,N/A,XYZ512,,False,,False
292,Teodoro,Ricards,18,,invalid,garbled_date,10/15/2025,Teodoro Ricards,Full-time,on-campus,292-dup,Advisor not assigned,,,No,,False
97,Hatti,Pasley,2 decades,,invalid,garbled_date,2025-07-19,Hatti Pasley,Part-time,off campus,97 extra,OK,,,Yes,,False
655,Homer,M�rqyes,24 months,Biology,0.38,12/18/2021,08/28/2025,Homer Marqyes,Full-time,off campus,655-dup,N/A,,,No,,False
339,Dimitry,Clemits,twenty-five,Biology,2.15,04/18/2021,09/05/2025, Dimitry Clemits ,Hybrid,off campus,339-dup,Advisor not assigned,,,False,,False
410,Herculie,Kimmings,-5,,2.9,08/15/2021,2024-03-02, Herculie Kimmings ,Part-time,off campus,410-repeat,Advisor not assigned,,,True,,False
294,Cole,Bubb,17,Computer Science,3.5,03/25/2020,07/19/2025,Cole Bubb,Part-time,oncampus ,294_,Needs follow-up,ABC999,,0,,False
993,Hurlee,Moses,twenty-five,BIOLOGY,15.0,2020-05-02,03/16/2024,Hurlee Moses,Hybrid, On-Campus ,993,Check GPA,,Advisor issue,0,"Moses, Hurlee",False
768,,Stoute,19,Biology,1.92,2020-02-17,2025-02-21,Lorelei Stoute,Part-time, On-Campus ,768-dup,N/A,,Advisor issue,No,,False
38,Kerrie,Van der Kruijs,19,,1.76,06/29/2019,03/29/2025,,Online,OFFCAMPUS,38_,N/A,XYZ38,Advisor issue,1,,False
