student_id,first_name,last_name,age,major,GPA,enrollment_date,graduation_date,advisor,study_mode,stuDent_loCAtion
174,Joshuah,Jankin,22,Computer Science,2.9,09/26/2019,2025-01-11, Joshuah Jankin ,Full-time, On-Campus 
167,Berne,Pimblott,23,Computer Science,0.77,03/19/2021,04/02/2023, Berne Pimblott ,Full-time,off campus
652,Kaile,McGucken,21,History,0.46,06/09/2021,2023-04-16,Kaile McGucken,Part-time,off campus
766,Alvy,Brandi,25,Biology,1.9,2020-07-15,2025-02-02,Alvy Brendi,Online,off campus
272,Reinald,Semmens,18,Biology,15.0,07/22/2019,2023-02-05,Reinald Semmens,Online,oncampus 
932,Kevon,Muscott,23,History,3.24,2021-06-02,08/06/2025, Kevon Muscott ,Full-time,off campus
20,Estella,Beeston,20,Computer Science,invalid,garbled_date,2023-04-04,Estella Beeston,Full-time,off campus
900,Ludwig,Jindrak,18,Computer Science,15.0,2024-04-11,09/04/2019,Ludwig Jindrak,Part-time,on-campus
75,Margalo,McDowell,23,Biology,2.09,2021-03-16,07/05/2023,Margalo McDowell,Part-time,OFFCAMPUS
169,Edwin,Woolnough,24,History,invalid,garbled_date,2023-04-09, Edwin Woolnough ,Online, On-Campus 
211,Taddeo,Skitt,21,Biology,0.55,07/20/2024,2019-06-27, Taddeo Skitt ,Hybrid,on-campus
594,Meta,De Benedetti,23,Biology,1.02,09/05/2021,2025-04-30,Meta De Benedetti,Full-time, On-Campus 
569,Waiter,Dowry,24,History,0.01,01/04/2021,2025-05-30,Waiter Dowry,Online,
168,Horten,Schlagtmans,19,History,0.18,09/08/2020,2024-05-15,Horten Schlagtmans,Full-time,off campus
187,Carolyne,Delgaty,18,Biology,1.73,2021-01-20,01/30/2024, Carolyne Delgaty ,Full-time,on-campus
167,Berne,Pimblott,23,Computer Science,0.77,03/19/2021,04/02/2023,Berne Pimblott,Full-time,off campus
402,Merrel,Spilsburie,25,Computer Science,15.0,06/19/2019,2023-03-25,Merrel Spilsburie,Online, On-Campus 
148,Geralda,Doniso,19,History,4.09,2021-02-09,2023-02-12,Geralda Doniso,Full-time,on-campus
537,Simon,Scotchbrook,23,Computer Science,1.76error,2019-01-01,08/29/2023, Simon Scotchbrook ,Full-time,off campus
433,Muhammad,Crimes,21,Biology,2.79,03/05/2019,2024-12-13,Muhammad brimes,Full-time,off campus
66,Seymour,O' Dornan,24,History,1.31,10/13/2021,2023-03-21, Seymour O' Dornan ,Full-time,off campus
733,Koenraad,Ogan,24,Computer Science,1.16,09/18/2025,2020-05-01, Koenraad Ogan ,Part-time,oncampus 
446,Rand,Tubbs,23,Computer Science,good,,02/11/2023,Rand Tubbs,Online,off campus
352,Althea,Cornewall,20,Computer Science,invalid,garbled_date,10/08/2024, Althea Cornewall ,Full-time,on-campus
657,Felic,Stummeyer,18,Computer Science,0.34,2019-08-08,02/05/2024,Felic Stummeyer,Full-time,on-campus
512,Ferdy,Illem,20,Computer Science,0.56,2021-09-02,11/23/2024, Ferdy Illeb ,Full-time,off campus
292,Teodoro,Ricards,18,Biology,invalid,garbled_date,10/15/2025,Teodoro Ricards,Full-time,on-campus
97,Hatti,Pasley,20,Biology,invalid,garbled_date,2025-07-19,Hatti Pasley,Part-time,off campus
655,Homer,Marqyes,23,Biology,0.38,12/18/2021,08/28/2025,Homer Marqyes,Full-time,off campus
339,Dimitry,Clemits,23,Biology,2.15,04/18/2021,09/05/2025, Dimitry Clemits ,Hybrid,off campus
410,Herculie,Kimmings,22,Computer Science,2.9,08/15/2021,2024-03-02, Herculie Kimmings ,Part-time,off campus
294,Cole,Bubb,22,Computer Science,3.5,03/25/2020,07/19/2025,Cole Bubb,Part-time,oncampus 
993,Hurlee,Moses,25,Biology,15.0,2020-05-02,03/16/2024,Hurlee Moses,Hybrid, On-Campus 
768,Lorelei,Stoute,19,Biology,1.92,2020-02-17,2025-02-21,Lorelei Stoute,Part-time, On-Campus 
38,Kerrie,Van der Kruijs,19,Computer Science,1.76,06/29/2019,03/29/2025,,Online,OFFCAMPUS
440,Alfy,Celier,23,Biology,invalid,garbled_date,08/22/2025,Alfy Celier,Full-time, On-Campus 
572,Elwyn,Spanswick,19,Computer Science,invalid,garbled_date,2023-08-03,Elwyn Spanswick,Full-time,on-campus
161,Sidney,McKeag,22,History,3.58,2019-12-13,2023-04-29, Sidney McKeag ,Part-time,off campus
100,Babbie,Murley,24,History,12.77,2019-10-04,03/07/2025,,Online, On-Campus 
385,Dre,Gilchrest,23,Biology,2.94,2019-07-05,2025-07-13,Dre Gilchrest,Part-time,on-campus
870,Ram,Bigg,22,Computer Science,0.1,2020-02-19,2025-04-10,,Online,
803,Galen,Perillo,25,Biology,11.69,12/06/2020,,Galen Perillo,Full-time, On-Campus 
293,Fonzie,Voysey,19,Computer Science,invalid,garbled_date,2024-11-07,Fonzie Voysey,Full-time,
729,Jarret,Sellack,25,History,1.19,09/02/2020,2023-03-12, carret Sellack ,Part-time,OFFCAMPUS
109,Terry,Whitefoot,25,Biology,invalid,garbled_date,02/22/2025,Terry Whitefoot,Part-time, On-Campus 
219,Arturo,McEnery,25,Biology,0.8,08/19/2023,01/25/2020,Arturo McEnery,Full-time,
279,Michal,Gibbard,20,Biology,3.91,12/09/2024,2019-10-16,Midhal Gibbard,Full-time,on-campus
60,Gallagher,Barszczewski,21,Biology,11.85,2019-06-20,11/25/2024,Gallagher Barszczewski,Full-time, On-Campus 
190,Hale,Rubenczyk,18,Biology,1.85,,2024-02-24,Hale Rubenczyk,Full-time,OFFCAMPUS
484,Cozmo,Medendorp,18,History,invalid,garbled_date,04/18/2025,,Part-time,on-campus
424,Jack,Melmore,25,Computer Science,15.0,02/27/2019,2023-07-28, JackfMelmore ,Full-time,oncampus 
455,Dalenna,Crighton,23,Biology,3.68,06/13/2021,08/21/2023,Dalenna Crightwn,Full-time,off campus
757,Brandea,Kernell,23,Computer Science,1.09,2020-07-03,01/28/2024,Brandea Kernell,Online, On-Campus 
961,Noelyn,Merrisson,25,Computer Science,3.19,02/16/2019,08/30/2023,Noelyn Merrisson,Hybrid,on-campus
669,Padget,Cosgry,20,History,0.14,05/23/2019,05/23/2023, Padget Cosgry ,Full-time,OFFCAMPUS
394,Rebbecca,Blackburne,25,History,3.97,2020-11-23,2024-01-04, Rebbecca Blackburne ,Full-time,on-campus
658,Glennis,Le Noir,21,Biology,1.61,2019-12-02,04/24/2024,,Online,on-campus
226,Garrott,Trudgeon,22,Computer Science,-3.0,2019-03-29,07/07/2023,carrott Trudgeon,Full-time,on-campus
875,Odie,Valler,20,History,11.51,2020-11-02,06/18/2024, Odie Valler ,Full-time,on-campus
510,Eada,Machel,22,Computer Science,invalid,garbled_date,02/19/2023, Eada Machel ,Full-time,on-campus
4,Madlin,Bassindale,20,History,invalid,garbled_date,09/30/2025, Madlin Bassindale ,Full-time, On-Campus 
755,Arliene,Bendin,20,History,2.44,09/30/2021,invalid-date,Arliene Bendin,Full-time,on-campus
165,Dar,Renouf,20,Biology,3.18,02/07/2019,12/01/2024,Dar Renouf,Full-time,off campus
459,Ogdon,Mitham,20,History,1.26,2019-09-21,2024-03-06,Ogdon Mitham,Full-time, On-Campus 
63,Stormy,Le feaver,19,Biology,3.37,2020-09-08,01/28/2025,Stormy Le feaver,Online,OFFCAMPUS
469,Jayne,Bower,24,History,0.84,12/01/2024,12/24/2019,Jayne Bower,Full-time,
404,Maureen,Rounsefell,22,History,0.09,09/12/2019,2024-05-02,Maureen Rounsefell,Full-time,off campus
282,Germaine,Crudge,25,History,0.76,2019-04-01,2025-06-18,Germaine Crudge,Hybrid,off campus
208,Danica,Chopin,25,Biology,3.1,2020-01-27,2024-09-17,Danisa Chopin,Part-time,OFFCAMPUS
857,Lanny,Lante,18,History,3.94,2021-11-22,07/31/2025,Lanny Lante,Full-time,off campus
622,Heidi,Stait,19,Biology,0.62,2021-09-08,06/25/2023,Heidi Stait,Full-time,on-campus
786,Emery,Gadeaux,20,Biology,2.98,2020-07-28,10/14/2023, Emery Gadeaux ,Hybrid,off campus
473,Ryun,Aldie,19,Computer Science,15.0,2020-03-06,07/30/2025,Ryun Aldie,Part-time, On-Campus 
671,Nicolas,Lace,22,Biology,invalid,garbled_date,12/05/2024,Nicolas Lace,Full-time,off campus
261,Ambrose,Thoms,22,Biology,2.61,04/17/2020,08/04/2023,Ambrose Thoms,Full-time,OFFCAMPUS
809,Sean,Westwood,18,Biology,15.0,02/20/2021,2023-09-14,Sean Westwood,Hybrid, On-Campus 
5,Lexie,Axelby,23,Computer Science,1.53error,2020-12-18,2023-09-13,Lexie Axelby,Full-time,OFFCAMPUS
912,Hendrick,Osanne,19,History,3.94,06/30/2021,2024-02-15,Hendrick Osanne,Online,off campus
267,Hewitt,Fridaye,19,Biology,1.16,09/20/2019,2024-12-22,,Part-time,off campus
218,Eada,McGready,25,History,1.08,12/27/2020,09/18/2023,Eada McGready,Full-time,OFFCAMPUS
408,Roy,Murgatroyd,21,History,invalid,garbled_date,2024-04-22,Roy Murgatroyd,Online,off campus
989,Cherish,Merrison,19,History,1.8,11/12/2021,2025-08-23,Cherish Merrison,Full-time,oncampus 
247,Esther,Garlee,20,Computer Science,3.83,2019-02-14,03/17/2023,Esther Garlee,Online,off campus
583,Joan,Bennedsen,23,Computer Science,3.62,10/04/2020,2024-04-30,Joan Bennedsen,Online,on-campus
693,Eveleen,Emanuele,19,Computer Science,0.53,,04/06/2023,Eveleen Emanuele,Full-time, On-Campus 
225,Arabelle,Earsman,20,History,0.31,08/07/2020,09/07/2025,Arabelle Earsman,Full-time,
899,Terry,Starton,19,Computer Science,invalid,garbled_date,02/17/2023,Terry Starton,Online,on-campus
19,Minda,Greveson,21,History,15.0,2019-05-28,09/15/2025, Minda Greveson ,Hybrid,OFFCAMPUS
505,Kellsie,Christie,21,History,2.67,2020-04-20,2025-09-01, Kellsie Christie ,Part-time,on-campus
664,Broddy,Belt,25,Biology,-3.0,05/17/2020,09/22/2023,Broddy Belt,Full-time,off campus
154,Leslie,Korb,23,Biology,0.76,01/26/2023,2019-06-01, Leslie Korb ,Full-time,off campus
305,Trudey,Aynscombe,24,History,1.91,2021-03-01,2025-07-28,Trudey Aynscombe,Hybrid,off campus
749,Alexia,Forte,19,Biology,0.46,08/31/2023,05/16/2020,,Online,oncampus 
139,Marjie,Correa,24,Biology,0.61,2019-03-12,2025-01-30,Marjie Correa,Hybrid,on-campus
146,Thomas,Turnor,21,Computer Science,3.85,2025-08-19,,Thomas Turnor,Full-time,off campus
333,Belita,Perrot,25,History,2.91,11/22/2020,05/11/2023,Belita Perrot,Online,oncampus 
695,Saraann,Kenright,20,Biology,3.32,08/15/2019,2025-01-17,Saraann Kenright,Full-time,off campus
632,Broddie,Quinion,23,History,2.77,2020-11-15,04/23/2024,Broddie Quinion,Full-time,off campus
709,Florentia,Meus,22,Computer Science,2.45,2019-02-18,10/31/2023, Florentia Meus ,Part-time, On-Campus 
91,Delainey,Bemand,18,History,1.63,2019-06-27,05/23/2023, Delainey Bemand ,Full-time, On-Campus 
532,Ad,Lukianov,23,History,3.96,02/12/2019,03/23/2023,Ad Lukeanov,Full-time,on-campus
967,Stephan,Frude,23,History,2.9,2019-07-16,08/29/2023,Stephan Frude,Full-time,OFFCAMPUS
999,Lisetta,Hanley,25,Biology,3.47,04/05/2021,2024-12-15,,Full-time,on-campus
45,Shelly,Brigge,18,Computer Science,1.43,2019-04-08,2023-02-07, Shelly Brigge ,Part-time,off campus
958,Roobbie,Josh,22,Biology,1.48,01/27/2019,02/23/2023,Roobbie Josh,Full-time,on-campus
371,Faye,Dargue,22,History,1.71,2020-05-31,2023-06-28, FayeaDargue ,Hybrid,on-campus
812,Frank,Rugiero,23,Computer Science,0.59,07/24/2021,2024-04-14,Frank Rugiero,Full-time,oncampus 
598,Randie,Giamelli,25,History,2.94,2024-09-15,2019-05-22,Randie Giamelli,Part-time,oncampus 
162,Elfrida,Hebburn,24,Biology,0.62,2020-10-02,10/06/2025,Elfrida Hebburn,Online,on-campus
406,Trina,Schukert,21,Biology,0.9,09/07/2020,2025-09-16,Trina Schukert,Part-time,on-campus
377,Frederique,Huggin,24,History,11.14,,03/31/2025,Frederique Huggin,Part-time,off campus
357,Sanders,Houlton,20,Biology,1.71,08/19/2019,2023-10-30,Sanders Houoton,Full-time,off campus
897,Shirl,Foad,19,Biology,invalid,garbled_date,2025-12-28,Shirl Foad,Full-time,on-campus
70,Lisette,Strothers,21,History,-0.08,10/12/2021,08/22/2023,,Full-time,on-campus
911,Dyanna,Brise,19,Computer Science,3.44,2019-03-19,01/08/2025,Dyanna Brise,Full-time,
421,Gabriele,Geeson,23,Biology,2.26,2021-05-11,2024-11-22,Gabgiele Geeson,Hybrid,on-campus
570,Theodor,Jarnell,20,Biology,0.13,10/26/2020,10/31/2024,TheodoreJarnell,Full-time,
846,Freddy,Clink,21,Biology,2.88,2020-10-17,07/05/2024,Freddy Clink,Full-time,off campus
248,Welby,Daice,18,History,invalid,garbled_date,10/03/2025,Welby Daice,Full-time, On-Campus 
940,Allyn,Sandyford,22,Biology,3.51,2025-12-30,2020-03-09,Allyn Sandyford,Full-time,on-campus
115,Cecelia,Pickthall,20,Computer Science,1.14,04/13/2021,2024-06-30,Cecelia Pickthall,Full-time,off campus
916,Ulberto,Tatters,19,History,3.82,2020-04-19,2025-11-08, Ulberto Tatters ,Online,off campus
974,Jannelle,Kleyn,19,Biology,12.66,09/09/2021,2025-07-05,Jannelle Kleyn,Part-time,off campus
810,Aubrette,Pimblott,18,Biology,0.59,07/24/2021,05/06/2024,Aubrette Pimblott,Part-time,OFFCAMPUS
680,Roselia,Tongue,18,Computer Science,2.85,2021-11-06,10/16/2023,Roselia Tojgue,Full-time,on-campus
878,Ashely,Kiessel,18,History,2.82,2021-07-21,03/07/2024, Ashely Kiessel ,Online,on-campus
52,Isidoro,Vasnev,22,History,0.02,invalid-date,03/10/2023,Isidoro Vasnev,Full-time,on-campus
835,Avrom,Beck,19,Biology,3.64,2021-11-01,12/11/2024, Avrom Beck ,Online,on-campus
951,Ben,De Hailes,19,History,0.4,2021-03-07,invalid-date,Ben De Hailes,Full-time,on-campus
778,Raul,Duinkerk,20,History,1.67,2019-01-23,2025-07-24,,Hybrid,off campus
549,Deanna,MacKee,25,Computer Science,2.73,2019-05-06,07/20/2024, Deanna MacKee ,Part-time,on-campus
882,Carmen,Rosas,18,Biology,2.14,12/13/2019,2024-10-31,Carmen Rosas,Part-time,off campus
552,Dell,Sante,18,Computer Science,1.76,2019-02-20,02/08/2023, Dell Sante ,Part-time,on-campus
667,Ephrem,Hillaby,25,Biology,1.81,2021-02-05,2024-06-22,Ephrem Hillaby,Part-time,OFFCAMPUS
601,Leanna,Gookey,25,Computer Science,0.93,12/09/2020,2024-04-14,Leanna Gookey,Part-time,oncampus 
77,Germaine,Lamplugh,20,History,good,2020-05-25,03/10/2024, Germaine Lamplugh ,Part-time,off campus
391,Westley,Hadden,25,Computer Science,1.32,07/20/2020,11/16/2023,Westley Hadden,Full-time, On-Campus 
330,Perle,Ezzy,18,History,1.23,12/31/2020,2024-04-05, Perle Ezzy ,Full-time,on-campus
429,Salim,Creigan,25,History,2.97,2021-06-26,09/12/2023,Salim Creigan,Part-time,off campus
222,Ardelis,Jacobovitz,25,History,2.19,2019-01-12,03/20/2025,Ardelis Jacobovitz,Online,on-campus
337,Pegeen,Petry,20,History,10.45,10/06/2025,2021-01-19, Pegeen Petry ,Full-time, On-Campus 
69,Oralie,Winterbottom,25,Computer Science,1.11,2025-01-04,2020-02-01, Oralie Winterbottom ,Hybrid,
355,Julie,Piolli,22,Biology,1.19,2019-06-29,04/11/2023,Julie Piolli,Full-time,OFFCAMPUS
542,Godwin,Champerlen,24,Computer Science,0.65,01/08/2021,12/11/2024,Godwin Champerlen,Part-time,off campus
647,Fitzgerald,Wallbridge,25,Biology,0.2,03/24/2020,2023-03-24, Fitzgerald Wallbridge ,Full-time, On-Campus 
445,Drusi,Toffoletto,25,Biology,2.28,02/25/2021,2024-05-25, Drusi Toffolntto ,Full-time,on-campus
622,Heidi,Stait,19,Biology,0.62,2021-09-08,06/25/2023,Heidi Stait,Full-time,on-campus
555,Gradeigh,Reedshaw,23,History,2.52,09/21/2019,05/16/2025,Gradeigh Reedshaw,Full-time,off campus
106,Lian,Mechic,23,Biology,2.56,05/28/2021,2023-08-02,Lian Mechic,Full-time,oncampus 
370,Melanie,Goscar,22,Computer Science,2.3,2019-11-16,05/31/2025,Melanie Goscar,Full-time,OFFCAMPUS
427,Denna,Dellow,21,Biology,3.5,12/02/2023,05/31/2020,Denna Dellow,Part-time,on-campus
876,Iolanthe,Mawdsley,18,Biology,invalid,garbled_date,02/05/2024,Iolanthe Mawdsley,Part-time, On-Campus 
754,Kayla,Briatt,25,Biology,2.67,09/12/2021,,,Part-time,off campus
848,Nessi,MacColgan,18,Biology,-3.0,12/08/2020,,Nessi MacColgan,Hybrid,off campus
522,Wileen,Bracegirdle,18,Computer Science,0.46,2025-05-05,2021-02-04,Wileen Bracegirdle,Full-time,on-campus
672,Twila,Lowther,25,Computer Science,3.61,2020-03-09,2025-02-04,Twila Lowther,Part-time,on-campus
915,Shawn,Gwyllt,24,Biology,1.08,02/25/2020,invalid-date,Shawn Gwyllt,Hybrid,off campus
955,Shayna,Cooksey,22,History,3.91,03/17/2019,2025-05-21,,Part-time,on-campus
629,Gunar,Culy,18,History,0.76,2019-11-26,2024-06-05,Gunar Culy,Part-time, On-Campus 
988,Brandy,Grieger,23,History,15.0,2019-08-20,2025-09-26,Brandy Grieger,Full-time,on-campus
744,Theodosia,Flory,25,Biology,2.69,01/18/2019,07/30/2025,Theodosia Flozy,Hybrid,off campus
376,Amii,Monard,22,Biology,1.02,05/11/2020,02/18/2024,Amii Monard,Online,on-campus
349,Kevyn,Swainston,23,History,1.38,2021-10-14,02/19/2024, Kevyn Swainstow ,Full-time,on-campus
228,Weider,Breffitt,21,Computer Science,15.0,2021-06-29,2025-02-18,Weider Breffitt,Full-time,on-campus
373,Jefferson,Doumic,20,Computer Science,1.1,11/21/2020,08/01/2024,Jefferson Doumic,Part-time,
706,Pearle,Trippitt,21,History,10.52,2025-08-21,2020-03-25, Pearle Trippitt ,Online,off campus
345,Bobby,Tookey,25,Biology,0.34,10/21/2019,11/13/2024,,Hybrid,off campus
260,Miriam,Androsik,18,Biology,0.98,03/16/2020,11/21/2023, Miriam Androsik ,Full-time,off campus
73,Huey,St. John,18,History,10.37,02/23/2019,2023-05-04,Huey St. John,Online,on-campus
301,Bobine,Fassam,18,Computer Science,-3.0,12/20/2019,06/18/2025,Bobine Fassam,Hybrid, On-Campus 
364,Ezmeralda,Banbrook,24,Biology,1.81error,2020-08-29,09/09/2024,Ezmeralda Banbrook,Full-time,on-campus
984,Mohandis,Flitcroft,20,Computer Science,0.1,2019-08-15,2024-07-04,Mohandis Flitcroft,Full-time,off campus
407,Lu,Corton,18,History,1.46,2019-07-03,01/23/2024, Lu Corton ,Full-time,on-campus
628,Barny,Lamshead,25,Computer Science,0.09,2020-12-11,2023-04-06, Barny Lamshead ,Part-time,off campus
493,Rebeka,MacKissack,21,Biology,0.18,2020-07-04,07/18/2024,Rebeka Maclissack,Hybrid,OFFCAMPUS
511,Lynn,Oneile,19,History,1.05,03/16/2019,2023-12-18,Lynn Oneile,Full-time,off campus
964,Ingrim,Roggers,23,Biology,3.62,10/01/2020,12/27/2023, Ingrim Roggers ,Full-time,off campus
507,Maureene,Chisman,21,History,2.73,06/11/2020,03/23/2025,Maureene Chisman,Part-time, On-Campus 
383,Forbes,Steljes,23,Biology,1.62,08/05/2021,2024-09-26,Forbes Steljxs,Part-time,off campus
303,Lanni,Sproule,22,Computer Science,1.98,2019-07-28,2023-01-27, Lanni Sproule ,Hybrid,oncampus 
907,Somerset,Buckel,25,Biology,3.93,2020-10-15,01/21/2023,Somerseo Buckel,Hybrid,off campus
604,Cordelia,Leber,23,History,invalid,garbled_date,2023-08-14,,Full-time,on-campus
901,Linet,Chadburn,23,Biology,-3.0,04/06/2020,10/18/2023,Linet Chadburn,Full-time,off campus
420,Ilse,Wescott,19,Computer Science,2.28,2019-12-12,10/02/2023,Ilse Wescott,Full-time,off campus
952,Arnaldo,Van Der Hoog,18,Computer Science,1.92,01/28/2020,10/15/2023, Arnaldo Van Der Hoog ,Full-time,on-campus
466,Keenan,Doniso,24,History,0.64,2021-03-04,2025-12-13,Keenan Doniso,Full-time,on-campus
777,Dalston,Walkden,19,History,0.84,12/07/2021,2025-04-16, Dalston Walkden ,Hybrid,
32,Odell,McIlmorow,22,Biology,2.45,2020-12-27,01/14/2023, Odell McIlmorow ,Part-time,OFFCAMPUS
536,Konstanze,Litster,21,Biology,3.58,12/14/2021,12/18/2024,,Full-time,on-campus
885,Aland,Pryke,24,History,invalid,garbled_date,02/09/2024, Aland Pryke ,Full-time,on-campus
588,Mitchell,Yurlov,24,Computer Science,invalid,garbled_date,2025-12-16,Mitchell Yurlov,Part-time,on-campus
758,Ross,Straun,20,Biology,15.0,11/02/2019,2025-04-17,Ross Straun,Full-time, On-Campus 
476,Tulley,Baughen,20,History,invalid,garbled_date,10/19/2024,,Part-time,on-campus
73,Huey,St. John,18,History,10.37,02/23/2019,2023-05-04,Huey St. John,Online,on-campus
244,Kain,Gilfoy,19,History,12.82,2024-01-07,10/13/2019,Kain Gilfoy,Online,OFFCAMPUS
121,Gino,Bickerdike,22,Computer Science,invalid,01/16/2023,garbled_date,Gino Bickerdike,Part-time,OFFCAMPUS
804,Onida,Moff,19,Biology,3.02,,2023-12-19,Onida Moff,Hybrid,on-campus
723,Hallie,Sexcey,23,History,0.71,2020-08-15,2025-05-20, Hallie Sexcey ,Full-time, On-Campus 
85,Fabian,Colcomb,24,Computer Science,0.36,04/14/2021,02/16/2023,qabian Colcomb,Online, On-Campus 
103,Hilliard,Branchett,18,History,0.69,invalid-date,2023-06-08,Hilliard Branchmtt,Full-time,off campus
600,Talbert,Platt,25,Computer Science,0.74,07/06/2019,12/23/2024,Talbera Platt,Online,OFFCAMPUS
592,Dario,Vernazza,18,History,4.04,01/08/2019,2024-04-20, Dario Vernazza ,Full-time,on-campus
245,Marchelle,Gillham,22,Computer Science,3.76,2019-07-20,10/31/2024,Marchelte Gillham,Full-time,
653,Galven,Jellis,25,Biology,0.98,2023-02-04,12/23/2020,,Hybrid,off campus
242,Emilia,Hadkins,20,History,3.34,01/10/2019,01/30/2024, Emilia Hadkins ,Full-time,on-campus
463,Isaac,Lapthorne,25,Biology,1.95,02/16/2019,2023-05-24,Isaac Lapthorne,Part-time,on-campus
682,Ned,Covil,24,Computer Science,invalid,garbled_date,2025-04-30, Ned Covil ,Part-time,off campus
642,Rochette,Castles,21,Biology,2.04error,2020-08-15,08/03/2024,Rochette Castles,Full-time,off campus
230,Tremain,Slayford,19,History,2.67,08/19/2021,2023-06-07,Tremain Slayford,Part-time,off campus
986,Dita,Langstaff,23,Computer Science,3.19,06/05/2021,04/15/2023, Dita Langstaff ,Part-time,
30,Scarface,Scones,20,History,2.5,03/19/2021,10/31/2025,Scarface Scones,Hybrid,off campus
985,Bartolomeo,Stichall,21,Biology,3.64,2021-05-22,08/20/2024,Bartolomeo Stiphall,Full-time,on-campus
180,Rhett,Tiernan,24,Biology,2.62,09/10/2021,2025-05-26, Rhett Tiernan ,Online, On-Campus 
980,Ina,Gustus,25,History,2.33,2020-02-03,2023-04-05,Ina Guztus,Part-time,off campus
112,Garrek,Sans,22,Biology,2.26,06/30/2020,2025-02-20,Garrek Sans,Part-time,oncampus 
584,Jennica,Lester,20,Computer Science,1.94,06/17/2020,2024-05-06, Jennica Lester ,Part-time,oncampus 
694,Maribelle,Cosyns,18,History,0.3,09/28/2019,09/02/2025,Maribelle Cosyns,Online,oncampus 
249,Mirna,Leroux,19,History,-3.0,invalid-date,02/24/2024,Mirna Leroux,Full-time,off campus
74,Benn,Bottomore,21,Biology,-3.0,2021-09-26,2025-11-09,Benn Bottomore,Full-time,on-campus
680,Roselia,Tongue,18,Computer Science,2.85,10/16/2023,2021-11-06,Roselia Tojgue,Full-time,on-campus
462,Christiane,Petofi,22,History,0.78,03/05/2021,2023-03-07, Christiane Petofi ,Full-time, On-Campus 
627,Edwin,Roantree,21,Computer Science,2.71,11/27/2020,05/10/2024,Edwin Roantree,Part-time,OFFCAMPUS
788,Nickie,Gravey,25,Computer Science,3.15,2020-10-26,11/23/2025,Nickie Gravey,Part-time,on-campus
551,Janice,Bussey,19,History,3.6,06/04/2021,03/23/2024,Janice Bussey,Full-time,off campus
991,Klement,Latham,20,History,0.48,01/24/2021,,Klement Latham,Full-time,oncampus 
688,Louisette,Flament,20,Biology,2.91,01/08/2020,2024-07-22,Louisette Flament,Part-time, On-Campus 
775,Tabbitha,Entwistle,22,Computer Science,3.94,2020-03-26,08/08/2023,Tabbitha Entwistle,Full-time,off campus
401,Kelsey,Placidi,18,Biology,0.83,2019-11-02,2025-01-29, Kelsey Placidi ,Full-time,on-campus
889,Dori,Curbishley,18,Computer Science,good,09/25/2019,03/07/2023, Dori Curbishley ,Online,
910,Tallou,Elsbury,19,Biology,2.18,11/01/2019,invalid-date,Tallou Elsbury,Full-time,on-campus
300,Brittney,Yushankin,21,Biology,invalid,garbled_date,invalid-date,Brittney Yushankin,Online,OFFCAMPUS
935,Chris,Cranefield,25,Biology,15.0,2020-12-27,2023-05-12,Chris Cranefield,Part-time,oncampus 
482,Garwin,Whieldon,22,Biology,0.23,11/02/2021,2024-11-10,Gnrwin Whieldon,Online,oncampus 
618,Caddric,Overshott,22,Biology,0.95,02/08/2019,,Caddric Overshott,Full-time,off campus
58,Laurie,Tonn,20,Computer Science,-0.12,01/27/2019,2025-05-20, Laurie Tonn ,Online,off campus
554,Marchall,Ashbrook,23,Biology,2.97,2024-01-02,11/28/2019,Marchall Ashbrook,Full-time,off campus
774,Holly,Crass,24,Biology,3.83,06/24/2021,2023-09-05,Holly Crass,Full-time,off campus
90,Katie,Jonk,24,History,15.0,01/01/2021,2023-12-21,Katie Jonk,Online,on-campus
56,Livy,Sidgwick,18,History,0.42,11/17/2019,2023-02-22, Livy Sidgwick ,Full-time,oncampus 
284,Jakob,Cordner,24,Biology,0.93,05/09/2019,03/11/2025,Jakob Cordner,Full-time,on-campus
726,Colas,Pantone,18,Biology,1.57,2020-11-18,11/25/2023,Colas Pantone,Full-time, On-Campus 
975,Faydra,Trippett,23,History,2.01,06/28/2019,02/09/2024, Faydra Trippett ,Online,oncampus 
254,Giovanna,Maccari,23,Biology,-3.0,invalid-date,, Giovanna Maccari ,Full-time, On-Campus 
942,Hubey,Skyrm,22,Computer Science,15.0,invalid-date,2023-08-21, Hubey Skyrm ,Part-time,on-campus
465,Bank,MacSween,19,History,2.93,07/22/2020,2025-06-24, Bank MacSween ,Hybrid,on-campus
811,Loree,Barwise,24,History,good,invalid-date,09/01/2021, Loree Barwise ,Online, On-Campus 
685,Alexandrina,Finneran,21,Biology,15.0,2019-03-17,2024-08-10,Alexandrina Finneran,Full-time,off campus
571,Lucienne,Clayworth,23,Biology,1.42,12/18/2019,2025-04-30,Lucienne Clayworth,Part-time,off campus
746,Katey,Blower,23,History,3.96,2020-08-15,2023-12-17,Katey Blower,Full-time,oncampus 
83,Agnella,Moroney,19,Computer Science,2.59,2020-09-02,04/04/2023, Agnella Moroney ,Hybrid,off campus
904,Humfrey,Durden,24,Biology,3.7,2019-12-10,2023-10-20,Humfrey Durden,Full-time, On-Campus 
621,Gerhard,Harses,24,History,3.13,02/02/2020,08/18/2024,Gerhard Harses,Online,on-campus
948,Kathryne,Belchamber,19,Biology,15.0,2019-04-05,2025-05-12,Kathryne Belchamber,Full-time,off campus
