student_id,first_name,last_name,age,funds,major,GPA,enrollment_date,graduation_date,advisor
582,Tye,Crohan,18,26034694.77,Computer Science,3.0,11/15/2019,10/21/2024,Tye Crohan
583,Krisha,Brunelli,21,35112452.17,History,0.25,4/26/2019,1/11/2025,
584,Audy,McShirie,24,20482602.09,Biology,1.93,1/22/2019,8/13/2023,Audy McShirie
585,Libbey,,21,,History,1.59,8/11/2020,3/12/2023,Libbey Gateshill
586,Arliene,Meachem,19,41956077.55,Computer Science,3.98,8/18/2019,2/22/2023,Arliene Meachem
587,,Hagstone,23,,History,2.03,8/5/2019,9/18/2025,
588,Stanfield,Struijs,25,6476084.06,Biology,0.46,2/18/2021,7/14/2023,
589,Arliene,,20,93163817.84,Computer Science,3.15,3/26/2019,1/29/2025,Arliene Costell
590,Launce,Ankrett,21,95636458.01,Computer Science,2.75,3/16/2020,7/4/2023,Launce Ankrett
591,Denna,Kareman,24,11450089.66,Computer Science,3.66,12/6/2019,8/23/2023,Denna Kareman
592,Tobie,Matthewson,25,67930092.2,Biology,2.12,6/28/2021,4/13/2023,Tobie Matthewson
593,Joachim,O'Currane,23,14828929.52,Biology,2.8,12/1/2020,6/26/2024,Joachim O'Currane
594,Aarika,Jansema,23,43160633.83,History,1.56,1/16/2020,1/18/2024,Aarika Jansema
595,Ozzie,Terbeek,18,43914763.2,Biology,0.73,10/29/2021,4/7/2025,Ozzie Terbeek
596,Dulcy,,25,46173618.59,Computer Science,2.11,8/6/2019,7/5/2025,
597,Hyacintha,Fulkes,23,93344440.55,Biology,3.02,4/21/2020,3/8/2025,Hyacintha Fulkes
598,Warden,,21,3313237.69,Biology,3.03,2/16/2021,8/13/2025,Warden Kupper
599,Chan,,25,,History,0.61,1/26/2020,10/29/2025,Chan Roskruge
600,Aeriell,Abele,22,2023128.71,History,0.19,9/12/2021,10/5/2025,Aeriell Abele
601,Salome,,24,90921203.09,Computer Science,0.96,10/4/2020,8/22/2023,Salome Heskin
602,Marijo,Terris,24,10632920.01,History,0.07,2/25/2021,6/1/2023,Marijo Terris
603,Jarrad,Mallatratt,20,30834649.04,Computer Science,1.44,9/6/2019,12/14/2025,
604,Agathe,,24,,Biology,1.75,11/17/2019,10/12/2023,Agathe Leatham
605,Andras,Persence,22,4072115.4,Biology,3.77,1/4/2019,2/26/2024,Andras Persence
606,Abramo,,24,76395644.67,Biology,1.91,1/3/2021,11/23/2023,Abramo Alyukin
607,Jasmin,Plaskitt,24,58423239.7,History,3.59,7/23/2021,2/26/2024,Jasmin Plaskitt
608,Patrick,,21,15170774.02,Computer Science,2.49,2/21/2021,1/18/2024,Patrick Claris
609,Temple,Robrose,22,,Computer Science,1.62,10/19/2020,10/24/2025,Temple Robrose
610,Jasper,Burgot,25,37122229.32,History,3.49,9/3/2019,11/30/2023,Jasper Burgot
611,Michaeline,Hazzard,18,75501731.62,Biology,2.75,4/7/2019,9/2/2024,
612,Blair,Bonham,22,6248928.07,History,2.08,6/28/2019,10/21/2024,Blair Bonham
613,,Eisold,23,68025318.33,Biology,3.9,9/4/2019,7/19/2025,Sigvard Eisold
614,Babette,,18,,Computer Science,0.38,5/12/2021,9/14/2023,Babette Michelotti
615,Alejoa,,24,87818848.95,History,0.9,3/13/2020,3/27/2025,Alejoa Langlais
616,Godart,Palfrie,22,58753198.97,History,3.07,9/15/2021,4/8/2025,Godart Palfrie
617,Catherine,,18,82103230.45,Biology,3.61,5/28/2019,7/27/2024,Catherine Somerfield
618,Fancie,Bartod,20,,History,3.97,9/10/2020,11/8/2025,Fancie Bartod
619,Annalee,d'Arcy,22,94971583.19,Biology,0.27,4/17/2021,4/20/2024,Annalee d'Arcy
620,Bamby,,25,25071537.69,Computer Science,1.81,5/27/2021,10/27/2023,
621,Creigh,Boobier,18,82444394.67,Biology,0.42,7/7/2019,9/14/2024,Creigh Boobier
622,Luce,Grieswood,21,,Computer Science,3.76,3/16/2019,11/19/2023,Luce Grieswood
623,Caitlin,Dreye,25,47498313.27,Computer Science,3.6,3/1/2021,5/5/2024,Caitlin Dreye
624,Liam,Rogliero,21,96210989.28,Computer Science,0.09,8/6/2020,6/17/2023,Liam Rogliero
625,Celina,Bener,23,41108401.86,Biology,0.16,2/8/2019,1/8/2024,Celina Bener
626,Berti,Ellaway,20,16867794.53,History,1.15,9/26/2020,10/24/2024,Berti Ellaway
627,Georgine,Wynch,24,94030791.19,History,1.76,10/8/2021,6/24/2023,Georgine Wynch
628,Annette,Hammerstone,23,8746094.78,History,2.1,8/5/2021,2/9/2025,Annette Hammerstone
629,Rafaellle,Hackley,21,,Computer Science,3.68,8/4/2019,9/19/2024,Rafaellle Hackley
630,Janka,Kaufman,18,69006860.44,Computer Science,3.25,11/13/2019,11/1/2023,Janka Kaufman
631,Conway,,18,31576869.68,Biology,3.93,3/23/2019,10/24/2025,Conway Pincked
632,Shelton,Murfill,22,79411245.79,History,0.26,7/9/2020,9/28/2024,Shelton Murfill
633,Lombard,Frounks,25,32398283.21,Biology,1.25,2/26/2021,4/1/2025,Lombard Frounks
634,Jule,Sauter,18,69733507.69,Biology,0.2,2/11/2020,10/8/2025,Jule Sauter
635,Mikaela,Euplate,22,46794533.43,History,2.6,1/3/2019,5/24/2025,Mikaela Euplate
636,Edee,,24,10350814.36,Biology,1.02,4/24/2019,5/28/2023,
637,Stewart,Niave,19,24665593.3,Biology,3.78,9/13/2019,5/6/2025,Stewart Niave
638,Carlynne,Symes,22,35230004.52,Computer Science,1.78,9/23/2019,6/25/2025,Carlynne Symes
639,Walther,Piers,19,65575575.97,History,0.05,2/24/2019,12/11/2025,Walther Piers
640,Burlie,Hantusch,23,41083619.7,History,2.21,2/22/2019,7/6/2023,Burlie Hantusch
641,Sander,,20,89960255.93,Biology,1.23,6/30/2020,2/12/2024,Sander Catlette
642,Kendra,Sweeny,24,75134376.69,Biology,3.05,12/15/2020,9/11/2023,Kendra Sweeny
643,Beryl,Franzotto,24,70459799.0,History,1.21,12/3/2020,5/30/2023,Beryl Franzotto
644,Astrid,,24,98495880.79,Computer Science,1.59,4/10/2020,11/18/2024,Astrid Benito
645,Paolo,,18,7016933.62,Biology,3.8,2/15/2019,6/18/2024,Paolo Di Meo
646,Lucie,Roback,20,31499365.53,History,2.54,4/19/2021,2/22/2024,Lucie Roback
647,Tuesday,Sultana,23,82402776.32,History,1.67,12/23/2021,8/4/2025,Tuesday Sultana
648,Archer,Morrad,18,,History,0.9,5/13/2019,11/20/2025,Archer Morrad
649,Maximilien,Balmadier,20,24273674.5,Computer Science,2.03,6/14/2019,10/10/2025,Maximilien Balmadier
650,Waring,Playdon,23,74251180.33,Biology,0.39,7/27/2019,2/9/2024,Waring Playdon
651,Wesley,Barkaway,25,75344974.16,History,2.01,11/28/2021,2/3/2023,Wesley Barkaway
652,Marillin,Archdeacon,21,71132690.74,Biology,0.65,12/26/2020,3/2/2025,Marillin Archdeacon
653,Clerkclaude,Palley,21,68247801.14,Biology,0.21,6/5/2020,4/24/2024,
654,Susanna,Lorman,24,87400143.53,Computer Science,1.99,2/10/2019,7/7/2023,
655,Shannon,Usborn,25,20106663.43,Biology,0.25,2/15/2020,4/17/2025,Shannon Usborn
656,Whittaker,Bidewel,24,55304628.19,Computer Science,0.88,10/11/2019,10/27/2024,Whittaker Bidewel
657,Sidnee,Bachman,21,,Biology,3.11,4/7/2021,5/16/2024,Sidnee Bachman
658,Ike,Yanez,24,,Biology,0.41,4/25/2019,6/30/2023,Ike Yanez
659,,Fullerd,24,84377355.65,Computer Science,2.48,11/1/2019,2/25/2023,
660,Barney,Le Port,19,,Biology,0.2,6/25/2021,3/28/2023,Barney Le Port
661,Nanny,Iacovazzi,23,29580616.09,History,0.34,12/29/2019,12/11/2025,Nanny Iacovazzi
662,Leeanne,Gornall,20,81765659.86,Biology,0.15,8/30/2019,5/10/2023,
663,Sophronia,McSpirron,24,2535221.09,Computer Science,1.08,12/15/2019,4/18/2024,Sophronia McSpirron
664,Harlen,Lincoln,23,20227753.25,Biology,3.74,8/22/2019,6/25/2025,Harlen Lincoln
665,Chantalle,Niemiec,18,68922998.05,Biology,0.78,7/23/2020,7/13/2024,Chantalle Niemiec
666,Georgeta,Kaindl,23,62655664.32,Biology,1.87,2/28/2019,5/18/2024,Georgeta Kaindl
667,Sheri,Abbes,24,18881243.42,History,2.79,2/11/2020,2/4/2024,Sheri Abbes
668,Nichole,,22,,Biology,1.45,5/5/2021,9/10/2023,Nichole Lynds
669,Dyann,,20,,History,2.07,3/29/2020,9/11/2025,Dyann Hazley
670,Emilio,,23,45895019.12,Biology,3.5,9/21/2021,8/12/2025,Emilio Doorey
671,Alessandro,Primak,21,67983152.02,Biology,0.96,3/26/2020,7/5/2023,Alessandro Primak
672,,,19,,Computer Science,0.2,3/10/2020,1/10/2024,Roselia Landsbury
673,Harley,,18,38139675.73,History,0.48,8/31/2020,11/2/2024,Harley Leverage
674,Stillman,,21,42345417.12,Biology,1.01,6/27/2021,10/24/2024,Stillman Cappell
675,Rafaela,Rivett,20,24095549.72,Computer Science,1.12,11/12/2021,3/20/2023,Rafaela Rivett
676,Weidar,,19,84888667.91,History,0.86,12/2/2019,6/18/2024,
677,Buddie,Beckensall,20,,History,2.01,11/9/2021,4/2/2024,Buddie Beckensall
678,Eleanora,,18,84063502.27,Biology,2.66,1/6/2020,3/15/2023,Eleanora Perigeaux
679,,,20,,Biology,3.06,3/23/2019,12/24/2025,Fernandina Tousy
680,Kristoforo,,22,60778462.86,Biology,3.75,3/24/2020,11/29/2025,
681,Mandel,Heartfield,19,,Computer Science,0.23,4/14/2021,4/21/2023,Mandel Heartfield
682,Dennis,Klimochkin,18,33801066.52,Computer Science,1.59,2/23/2019,11/23/2024,Dennis Klimochkin
683,Laurella,,23,69318606.86,History,3.79,6/7/2021,10/26/2025,Laurella Sywell
684,Afton,Swanwick,24,,History,0.81,2/11/2019,8/15/2024,Afton Swanwick
685,Morena,,24,37657921.68,History,0.85,5/10/2021,12/9/2024,
686,Aldo,Kalinowsky,18,20193135.1,Biology,2.26,6/26/2021,9/7/2024,Aldo Kalinowsky
687,Fran,,25,99524845.56,History,1.08,10/29/2021,1/6/2025,Fran McHarry
688,Lorita,,21,2779430.18,Computer Science,2.98,4/17/2019,8/14/2024,Lorita Dossett
689,Pearce,,24,,Computer Science,0.13,10/22/2020,1/6/2025,
690,Grant,Heathcoat,21,26962233.6,History,0.88,10/1/2019,12/30/2023,Grant Heathcoat
691,Flo,,22,,Biology,1.52,1/31/2019,1/27/2023,
692,Karlee,Ruben,20,,Biology,3.85,12/1/2019,2/13/2025,Karlee Ruben
693,Berte,,21,54685002.74,History,3.67,7/19/2020,8/14/2025,Berte Musselwhite
694,Cleavland,Sains,24,56793790.84,Computer Science,1.92,3/25/2021,2/26/2023,
695,Emmalynn,,19,46893962.58,Biology,2.96,12/28/2020,4/15/2024,Emmalynn Willman
696,Rancell,Deniso,25,51696739.04,Biology,1.25,12/11/2020,9/19/2024,Rancell Deniso
697,Normy,,25,93711241.79,Biology,0.93,9/12/2021,12/15/2023,Normy Hawksworth
698,Alwyn,,18,6580442.41,Biology,0.48,8/13/2019,10/8/2025,Alwyn Hazle
699,Pierce,Kiebes,20,94905390.4,History,0.59,7/17/2020,10/12/2023,Pierce Kiebes
700,Timi,,23,,Biology,3.55,8/31/2019,10/17/2024,Timi Benterman
701,Billie,Fabler,24,,Computer Science,1.91,4/16/2021,1/28/2025,Billie Fabler
702,Ambrose,Soutter,21,10329400.81,History,1.42,12/23/2019,8/2/2023,Ambrose Soutter
703,Glenna,,18,41833250.76,Biology,1.63,3/28/2021,5/13/2023,Glenna McTurley
704,Cozmo,Spatig,20,1013264.11,Biology,2.12,6/10/2021,7/17/2024,Cozmo Spatig
705,Nonna,,19,15810128.4,Computer Science,3.02,11/7/2021,1/25/2023,Nonna Jewell
706,Gerti,Holdall,25,,Computer Science,0.47,8/15/2019,9/13/2023,Gerti Holdall
707,Sissy,Melin,25,61133227.04,Biology,0.91,2/16/2019,11/24/2023,
708,Kania,Andrei,21,72802012.74,Biology,0.57,8/10/2020,4/16/2023,Kania Andrei
709,Foster,Jordine,25,4701805.31,Computer Science,1.92,2/28/2020,4/9/2023,Foster Jordine
710,Mimi,Creese,24,71601914.95,Biology,2.91,7/1/2020,10/16/2023,Mimi Creese
711,Cody,Swainsbury,22,30342059.64,Computer Science,2.93,8/16/2020,3/29/2024,Cody Swainsbury
712,,Jaxon,18,76030829.94,Computer Science,0.38,7/1/2021,3/10/2024,Vivienne Jaxon
713,Laurianne,,19,87793530.17,Computer Science,0.57,12/20/2019,3/11/2025,Laurianne Moulster
714,Skipton,Coverdill,19,88829804.46,History,2.79,8/1/2020,8/28/2023,
715,Corie,,23,7149714.86,Computer Science,0.96,9/30/2020,7/3/2023,Corie Jacobi
716,Bran,,22,48184121.89,History,3.71,6/26/2021,2/17/2023,
717,Janeva,,20,81003002.87,Computer Science,0.42,3/21/2019,5/15/2023,Janeva Priddy
718,Miquela,Dunnaway,22,27837063.97,Computer Science,2.93,1/28/2019,5/28/2023,Miquela Dunnaway
719,Gae,,24,79952126.08,Biology,3.87,1/8/2019,2/12/2024,Gae Deveril
720,Brade,,20,47366758.08,Biology,1.41,3/23/2019,3/18/2024,
721,Cesaro,Persicke,24,14685917.76,Biology,2.9,5/12/2020,8/19/2024,Cesaro Persicke
722,Ericka,Lortz,20,72345320.6,Biology,3.43,10/20/2021,4/8/2025,Ericka Lortz
723,Ethelin,,20,81314829.7,Biology,3.01,2/28/2019,7/27/2024,Ethelin Defew
724,Maiga,,23,97987807.06,Computer Science,2.57,6/25/2021,1/14/2024,Maiga Duddle
725,Obediah,,21,,History,0.48,8/28/2020,4/4/2024,
726,Turner,Brevitt,23,47264197.65,Computer Science,3.65,7/22/2020,9/4/2024,Turner Brevitt
727,Zabrina,Partkya,23,44102821.83,History,1.17,1/7/2021,8/9/2024,Zabrina Partkya
728,Caren,Dennerley,18,76857186.24,Computer Science,0.59,1/14/2019,11/19/2024,Caren Dennerley
729,Alain,Veljes,20,38253753.0,History,2.88,10/22/2020,5/15/2023,Alain Veljes
730,Zea,,20,75581748.8,Biology,3.41,8/7/2019,2/18/2024,Zea Keford
731,Delly,Adlard,18,63071040.69,History,0.23,2/9/2021,8/29/2023,
732,Guy,,22,34306436.16,History,0.4,10/12/2021,3/25/2023,Guy Ezzle
733,Orbadiah,McNirlan,25,74280393.04,Biology,3.2,1/4/2019,11/11/2023,Orbadiah McNirlan
734,Claudie,Broggelli,18,94902124.56,Computer Science,2.98,2/20/2021,3/11/2024,Claudie Broggelli
735,Mercy,,18,19546510.0,Biology,3.0,11/9/2020,12/20/2023,Mercy Gouldie
736,Ainslie,,18,51975326.69,Biology,0.39,10/19/2020,4/22/2023,
737,Bibbie,Poltun,19,81732390.51,Biology,1.98,5/25/2021,12/24/2024,Bibbie Poltun
738,Vina,Toulson,22,77570097.88,Biology,2.57,12/26/2020,5/3/2023,Vina Toulson
739,Lucina,,25,69465901.18,Computer Science,2.34,10/17/2020,3/6/2023,Lucina Luetchford
740,Lorianna,Mungin,19,31522637.78,Computer Science,0.33,4/7/2019,4/15/2023,
741,Florie,,22,62248563.35,Computer Science,2.49,10/12/2019,11/13/2024,Florie Balding
742,Rickie,Brittle,20,11247065.19,Biology,1.15,10/19/2021,12/24/2024,Rickie Brittle
743,Harcourt,Carmody,24,59545634.78,Biology,1.31,1/24/2020,3/4/2023,
744,Delbert,,20,,Computer Science,1.08,10/16/2020,3/29/2023,Delbert Drinan
745,,,21,56486934.07,History,0.67,2/26/2019,1/13/2023,Guillermo Garrad
746,Phil,Flaxon,20,76255842.59,Biology,2.33,4/5/2019,2/1/2023,Phil Flaxon
747,Eileen,Beaumont,24,,Computer Science,3.7,11/1/2019,10/1/2023,
748,Kara,,20,,Computer Science,0.42,9/15/2019,2/8/2024,Kara Eayres
749,Torey,,21,18701764.91,History,0.51,9/9/2021,4/6/2025,Torey Slight
750,Enrichetta,Zieme,18,75618248.46,Computer Science,1.02,10/31/2020,5/30/2023,Enrichetta Zieme
751,,Slegg,19,61701318.67,Biology,0.12,1/30/2021,5/20/2024,Karlyn Slegg
752,Kaye,Sturney,19,11115145.08,History,2.02,9/27/2020,10/10/2023,Kaye Sturney
753,,Cloney,24,,History,3.63,3/1/2019,4/2/2023,Gordon Cloney
754,Sisely,Georgiev,23,21978715.57,Computer Science,3.19,3/12/2020,4/1/2025,Sisely Georgiev
755,Thorpe,Kocher,20,37584609.7,Computer Science,3.37,2/10/2019,3/24/2023,Thorpe Kocher
756,Findlay,Bowller,18,51030584.3,Computer Science,0.61,12/4/2020,2/27/2023,Findlay Bowller
757,Catrina,Scoyne,23,59012988.15,History,1.03,1/16/2021,10/8/2024,
758,Lianne,Lyenyng,23,28679730.43,History,3.1,5/12/2019,1/30/2024,Lianne Lyenyng
759,Darice,,21,35690186.55,Computer Science,2.81,2/18/2021,12/4/2023,Darice Retter
760,Debee,Fance,19,83875207.26,History,1.98,2/22/2020,1/27/2023,Debee Fance
761,Forrester,Starkie,22,,Biology,2.03,12/17/2021,12/6/2024,Forrester Starkie
762,,Langhorne,24,,Computer Science,2.2,12/25/2021,2/7/2025,Perren Langhorne
763,Bernete,Easterling,20,24831693.71,Computer Science,2.97,5/11/2020,4/20/2024,Bernete Easterling
764,Gustaf,Wellbelove,25,,History,3.99,12/10/2021,2/23/2024,Gustaf Wellbelove
765,Chrissy,Dennant,25,71626467.49,Computer Science,2.55,10/11/2020,1/5/2024,Chrissy Dennant
766,Clement,Rowsell,22,,Computer Science,3.97,6/21/2021,6/17/2024,Clement Rowsell
767,,Coomer,24,82343938.93,Computer Science,2.08,10/26/2020,10/9/2023,Leonerd Coomer
768,Hilde,,24,78418903.2,Biology,1.76,12/13/2020,9/30/2023,Hilde Brisse
769,Marijo,Showen,20,91349510.03,Computer Science,2.25,5/26/2020,1/20/2024,Marijo Showen
770,Kamila,,23,40808854.09,Computer Science,3.06,8/30/2020,11/18/2023,Kamila Chittleburgh
771,Hazel,,24,52332102.19,Biology,2.41,11/29/2021,6/13/2023,Hazel Hateley
772,Corri,,19,39434549.1,History,0.67,4/26/2019,11/26/2025,Corri Goodbur
773,Morgen,,24,99983431.22,Computer Science,1.13,12/13/2021,12/6/2025,Morgen Gladhill
774,Marlon,,19,7382783.44,Computer Science,2.81,9/10/2020,4/25/2024,Marlon Stranaghan
775,Jasen,Innocenti,22,11485332.3,Computer Science,3.89,4/10/2020,6/20/2025,Jasen Innocenti
776,Munmro,Frascone,24,6478838.2,Biology,3.54,4/12/2021,3/30/2025,Munmro Frascone
777,,,23,15730759.78,History,2.34,5/15/2021,1/19/2025,Douglass Braisted
778,Eveline,,24,47566264.66,History,0.8,6/24/2021,3/5/2023,Eveline Gilberthorpe
779,Joby,,25,73681918.2,Biology,1.99,1/23/2020,6/24/2023,Joby Gammons
780,Lonny,Thomazet,18,9883091.05,History,0.02,5/15/2020,2/1/2025,
781,Cherie,McDell,18,77507159.69,Computer Science,0.17,9/22/2019,9/28/2023,Cherie McDell
782,Darlleen,Duham,18,78992365.65,Computer Science,1.88,4/24/2021,1/31/2025,Darlleen Duham
783,Aindrea,,22,8332188.08,Biology,3.22,7/7/2019,10/29/2025,Aindrea Shervil
784,Evelyn,Aspole,25,44009588.7,History,2.31,4/22/2021,2/25/2023,Evelyn Aspole
785,Morna,Daughtrey,22,95391481.38,Biology,3.98,5/20/2020,9/1/2025,Morna Daughtrey
786,Carlee,Robion,23,55629467.24,Biology,2.6,3/27/2019,3/27/2024,
787,Charleen,Gisbey,25,82589473.71,Computer Science,0.82,8/29/2021,12/19/2024,Charleen Gisbey
788,Emiline,,25,6191994.78,History,3.72,8/19/2019,2/7/2023,Emiline Quiddington
789,Cris,Tinsey,20,,Computer Science,2.25,11/12/2020,1/27/2024,
790,Arlette,,23,49857291.37,Biology,1.86,8/15/2019,4/23/2023,Arlette Dee
791,Kirbie,,21,46622597.58,History,1.58,3/9/2019,3/27/2023,Kirbie Carleman
792,Flory,Millis,20,58380270.25,Biology,1.39,3/15/2019,10/11/2023,Flory Millis
793,Daune,McGuiney,24,33471868.14,History,2.24,1/27/2020,10/22/2025,Daune McGuiney
794,Fax,McKinn,25,2627286.81,Biology,3.63,7/16/2019,10/27/2024,Fax McKinn
795,Coop,Roast,21,2632847.34,Computer Science,0.46,12/29/2021,12/4/2023,Coop Roast
796,Kerwin,Nunn,18,99047770.96,Computer Science,1.98,5/10/2019,1/20/2025,Kerwin Nunn
797,Kristo,Plesing,25,68354712.68,Computer Science,3.29,10/10/2019,2/16/2025,Kristo Plesing
798,Ailyn,,25,23332674.58,History,3.72,2/2/2019,5/7/2024,Ailyn Drinkhall
799,Giff,Gemlbett,24,87484211.97,Computer Science,3.18,4/15/2019,1/23/2024,Giff Gemlbett
800,Cornie,,18,,History,2.34,2/17/2020,8/9/2025,Cornie Benezet
801,Mab,Gutridge,19,58107530.01,Computer Science,2.06,9/22/2020,4/6/2023,Mab Gutridge
802,Sapphira,,20,46873739.66,Biology,2.5,9/2/2019,1/17/2023,Sapphira Hugnot
803,Elsy,Cady,23,32002784.36,History,1.56,8/2/2021,4/8/2025,
804,Rubia,Kobierzycki,21,,History,0.72,10/30/2020,1/24/2024,Rubia Kobierzycki
805,Doralia,Krout,20,,History,3.49,10/29/2020,12/27/2023,Doralia Krout
806,Sol,Hazlehurst,25,,Computer Science,1.87,3/23/2021,12/28/2023,Sol Hazlehurst
807,Fern,,24,50135670.89,Computer Science,2.02,10/1/2021,9/29/2023,Fern Pawden
808,,Rodenburg,21,99940507.19,History,3.63,5/7/2020,5/22/2023,Ethe Rodenburg
809,Fianna,Witcherley,22,49469527.72,Biology,3.36,6/9/2021,1/24/2025,Fianna Witcherley
810,Gard,Daice,18,63099202.76,History,0.71,11/15/2020,7/15/2025,
811,Virgie,Stentiford,23,1777715.45,History,3.2,4/11/2020,4/3/2025,Virgie Stentiford
812,Cariotta,,19,54723522.22,Biology,2.35,6/18/2020,3/4/2025,Cariotta Kelshaw
813,Jaynell,,24,64399730.3,Biology,1.65,5/1/2021,4/12/2024,Jaynell Sloat
814,,,25,11556867.53,Computer Science,1.02,2/3/2020,11/20/2025,Hilario George
815,Helaina,Moryson,22,15695240.64,History,0.52,9/22/2021,6/7/2024,Helaina Moryson
816,,Lafranconi,24,69398698.4,Biology,2.78,11/21/2020,2/17/2025,Hilliard Lafranconi
817,Heall,Koppe,23,43935610.08,Biology,1.43,9/9/2021,12/14/2023,Heall Koppe
818,Gizela,Antonov,18,39784690.52,Biology,2.43,9/16/2019,12/7/2023,Gizela Antonov
819,Tulley,Ianson,19,96234580.84,History,2.21,3/16/2019,10/17/2024,Tulley Ianson
820,Kalila,Votier,22,13314559.04,Biology,3.7,7/20/2019,9/11/2023,Kalila Votier
821,Kynthia,Boullen,24,92698075.67,History,3.0,2/21/2019,11/29/2023,Kynthia Boullen
822,Valera,Stothard,19,24239991.0,Biology,2.84,6/30/2021,5/3/2023,Valera Stothard
823,Bennie,Spreull,23,56961225.83,Biology,1.74,9/28/2019,2/14/2025,Bennie Spreull
824,Livvie,Cattrell,19,,History,3.7,10/7/2020,9/26/2023,Livvie Cattrell
825,Moises,Starie,23,,History,1.86,4/17/2021,5/30/2023,Moises Starie
826,Constantine,,23,92783054.49,Biology,3.73,9/30/2019,2/18/2025,Constantine Androck
827,Isabelita,Thoday,21,2079328.94,Biology,1.4,7/11/2020,12/17/2025,
828,Herta,,25,,Computer Science,3.9,6/10/2020,6/30/2024,Herta Kensett
829,Norrie,Cuxon,18,59772660.0,Computer Science,0.66,12/5/2020,8/26/2023,Norrie Cuxon
830,Ophelia,Fairbourne,25,80080015.72,History,2.37,7/21/2020,1/24/2023,Ophelia Fairbourne
831,Maddi,Beggs,23,25388236.6,Biology,3.59,11/24/2020,11/29/2024,Maddi Beggs
832,Malynda,Siggins,21,76675877.58,Biology,1.95,1/12/2020,1/14/2024,Malynda Siggins
833,Paolina,Crust,25,99971265.46,History,0.52,5/11/2020,10/29/2024,Paolina Crust
834,Denney,Morrison,23,,Computer Science,2.04,8/7/2019,7/1/2023,Denney Morrison
835,Maddie,Trendle,19,,History,1.5,7/27/2019,1/11/2024,Maddie Trendle
836,Umberto,,18,34067095.25,History,1.56,12/8/2020,3/18/2024,Umberto Gronous
837,,Craddy,25,51299649.78,Biology,3.64,3/17/2021,7/11/2023,Garreth Craddy
838,Car,Gollop,22,60098564.83,Computer Science,1.07,12/19/2020,10/4/2024,Car Gollop
839,,Biner,19,65581717.26,Computer Science,1.02,9/23/2021,8/11/2024,Richart Biner
840,Matteo,,22,38965537.77,Computer Science,1.02,9/29/2021,11/6/2024,Matteo Vonderdell
841,Skyler,Workes,22,,History,2.47,8/27/2020,3/19/2025,Skyler Workes
842,Elihu,,22,49535486.34,Biology,2.47,3/31/2019,11/5/2023,Elihu Meech
843,Claudian,Hanby,23,81706979.42,Computer Science,1.99,5/4/2021,4/19/2023,Claudian Hanby
844,Kelley,,18,58655640.85,Biology,1.7,10/8/2019,9/16/2024,Kelley Lantoph
845,Ailee,,22,,History,2.38,12/2/2019,3/17/2024,Ailee Carwithen
846,Marlow,Crimin,24,77869206.08,Computer Science,3.64,1/9/2020,9/24/2025,Marlow Crimin
847,,Authers,23,29136877.51,Biology,1.78,1/24/2021,12/9/2024,Konrad Authers
848,Alyda,,25,3788725.8,Computer Science,1.83,3/31/2021,6/20/2025,Alyda Higford
849,Rosemonde,Uwins,22,9974561.11,History,2.13,4/26/2019,2/10/2024,Rosemonde Uwins
850,Mendie,,18,11978310.17,Biology,2.94,7/10/2019,9/17/2024,Mendie Train
851,Samuele,Le Barre,19,69926073.56,Biology,2.5,8/4/2020,11/3/2025,Samuele Le Barre
852,Solomon,,19,50862982.39,History,3.69,10/4/2020,11/5/2024,Solomon Bending
853,Sibylle,,23,,Computer Science,1.48,8/25/2019,11/10/2023,Sibylle Shaylor
854,Laureen,Asbrey,24,68141777.48,Computer Science,2.4,9/5/2021,4/5/2023,Laureen Asbrey
855,Jasper,Tiuit,25,9856308.42,Computer Science,3.74,6/19/2019,9/4/2025,Jasper Tiuit
856,,Abethell,18,34854786.87,History,1.5,6/10/2019,10/22/2023,Aloysius Abethell
857,Kellie,,19,7220718.4,Biology,1.0,9/10/2020,8/7/2023,Kellie Wenham
858,Arty,Pagram,19,82174855.34,History,0.81,12/22/2020,11/3/2024,Arty Pagram
859,Georg,Bister,19,,Computer Science,1.46,9/13/2021,5/26/2025,Georg Bister
860,Siana,McElhinney,18,,Computer Science,2.67,9/13/2021,1/27/2024,
861,Trista,Rafter,21,3616039.49,Computer Science,0.04,9/19/2020,12/4/2023,Trista Rafter
862,Gabbie,Sneesbie,24,78529679.41,Computer Science,1.18,10/25/2021,9/28/2024,Gabbie Sneesbie
863,Amandy,Pratten,21,,History,0.1,2/17/2019,3/10/2023,Amandy Pratten
864,Sumner,Barnhart,21,73433582.26,Biology,3.18,10/16/2021,9/24/2025,Sumner Barnhart
865,Lannie,Rebichon,22,85110170.66,History,3.55,1/30/2020,10/19/2023,Lannie Rebichon
866,Valentine,,25,13029353.53,History,3.55,2/19/2020,5/20/2023,
867,Saundra,Hillatt,18,65603614.75,History,2.12,5/17/2019,8/15/2024,Saundra Hillatt
868,Roderic,Dowtry,19,,Biology,2.29,9/7/2019,8/20/2025,Roderic Dowtry
869,Cindy,Haddleton,23,63280049.05,Computer Science,1.19,8/15/2021,10/18/2024,
870,Jilli,,24,73689672.08,History,0.93,5/14/2021,3/3/2024,Jilli Dondon
871,,Gourlie,20,27283147.35,History,2.36,3/4/2019,11/13/2023,Aryn Gourlie
872,Rori,,19,17154817.17,Biology,1.73,3/26/2019,10/20/2024,Rori St Angel
